manhattan_diameter,n_realizations,num_units,num_sensors,instance,pct_intercepted
30.0,100.0,3.0,10.0,0.0,0.27
30.0,100.0,3.0,10.0,1.0,0.31
30.0,100.0,3.0,10.0,2.0,0.34
30.0,100.0,3.0,10.0,3.0,0.23
30.0,100.0,3.0,10.0,4.0,0.16
30.0,100.0,3.0,10.0,5.0,0.16
30.0,100.0,3.0,10.0,6.0,0.4
30.0,100.0,3.0,10.0,7.0,0.16
30.0,100.0,3.0,10.0,8.0,0.32
30.0,100.0,3.0,10.0,9.0,0.35
