nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,13,0.74,"[<ptreeopt.tree.PTree object at 0x155520e4dca0>
 <ptreeopt.tree.PTree object at 0x155520e4d8b0>
 <ptreeopt.tree.PTree object at 0x15551688c5e0>]",8,0,3,10
200,29,0.73,"[<ptreeopt.tree.PTree object at 0x1555285ea940>
 <ptreeopt.tree.PTree object at 0x1555285ea9a0>
 <ptreeopt.tree.PTree object at 0x1555285eabb0>]",8,0,3,10
300,44,0.54,"[<ptreeopt.tree.PTree object at 0x155517dbec70>
 <ptreeopt.tree.PTree object at 0x155517dbe220>
 <ptreeopt.tree.PTree object at 0x155517dbe8b0>]",8,0,3,10
400,59,0.54,"[<ptreeopt.tree.PTree object at 0x155517dbec70>
 <ptreeopt.tree.PTree object at 0x155517dbe220>
 <ptreeopt.tree.PTree object at 0x155517dbe8b0>]",8,0,3,10
500,74,0.53,"[<ptreeopt.tree.PTree object at 0x15552860ebb0>
 <ptreeopt.tree.PTree object at 0x15552860eb20>
 <ptreeopt.tree.PTree object at 0x15552860e0d0>]",8,0,3,10
600,89,0.52,"[<ptreeopt.tree.PTree object at 0x155517d46850>
 <ptreeopt.tree.PTree object at 0x155517dd1a90>
 <ptreeopt.tree.PTree object at 0x1555204051f0>]",8,0,3,10
700,103,0.52,"[<ptreeopt.tree.PTree object at 0x155517d46850>
 <ptreeopt.tree.PTree object at 0x155517dd1a90>
 <ptreeopt.tree.PTree object at 0x1555204051f0>]",8,0,3,10
800,118,0.52,"[<ptreeopt.tree.PTree object at 0x155517d46850>
 <ptreeopt.tree.PTree object at 0x155517dd1a90>
 <ptreeopt.tree.PTree object at 0x1555204051f0>]",8,0,3,10
900,133,0.52,"[<ptreeopt.tree.PTree object at 0x155517d46850>
 <ptreeopt.tree.PTree object at 0x155517dd1a90>
 <ptreeopt.tree.PTree object at 0x1555204051f0>]",8,0,3,10
1000,148,0.52,"[<ptreeopt.tree.PTree object at 0x155517d46850>
 <ptreeopt.tree.PTree object at 0x155517dd1a90>
 <ptreeopt.tree.PTree object at 0x1555204051f0>]",8,0,3,10
1100,163,0.52,"[<ptreeopt.tree.PTree object at 0x155517d46850>
 <ptreeopt.tree.PTree object at 0x155517dd1a90>
 <ptreeopt.tree.PTree object at 0x1555204051f0>]",8,0,3,10
1200,178,0.52,"[<ptreeopt.tree.PTree object at 0x155517d46850>
 <ptreeopt.tree.PTree object at 0x155517dd1a90>
 <ptreeopt.tree.PTree object at 0x1555204051f0>]",8,0,3,10
1300,193,0.52,"[<ptreeopt.tree.PTree object at 0x155517d46850>
 <ptreeopt.tree.PTree object at 0x155517dd1a90>
 <ptreeopt.tree.PTree object at 0x1555204051f0>]",8,0,3,10
1400,208,0.52,"[<ptreeopt.tree.PTree object at 0x155517d46850>
 <ptreeopt.tree.PTree object at 0x155517dd1a90>
 <ptreeopt.tree.PTree object at 0x1555204051f0>]",8,0,3,10
1500,223,0.52,"[<ptreeopt.tree.PTree object at 0x155517d46850>
 <ptreeopt.tree.PTree object at 0x155517dd1a90>
 <ptreeopt.tree.PTree object at 0x1555204051f0>]",8,0,3,10
1600,238,0.52,"[<ptreeopt.tree.PTree object at 0x155517d46850>
 <ptreeopt.tree.PTree object at 0x155517dd1a90>
 <ptreeopt.tree.PTree object at 0x1555204051f0>]",8,0,3,10
