nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,33,0.24,"[<ptreeopt.tree.PTree object at 0x155520d60e80>
 <ptreeopt.tree.PTree object at 0x155520d60f40>
 <ptreeopt.tree.PTree object at 0x155520d60e50>
 <ptreeopt.tree.PTree object at 0x155520d60760>
 <ptreeopt.tree.PTree object at 0x155520d60550>
 <ptreeopt.tree.PTree object at 0x155520b73df0>
 <ptreeopt.tree.PTree object at 0x155520b73dc0>
 <ptreeopt.tree.PTree object at 0x15551763cd90>
 <ptreeopt.tree.PTree object at 0x15551763caf0>
 <ptreeopt.tree.PTree object at 0x15551763cb50>]",6,0,10,3
200,66,0.03,"[<ptreeopt.tree.PTree object at 0x155520f83130>
 <ptreeopt.tree.PTree object at 0x155520f83340>
 <ptreeopt.tree.PTree object at 0x155520f830d0>
 <ptreeopt.tree.PTree object at 0x155520f83070>
 <ptreeopt.tree.PTree object at 0x155520f832b0>
 <ptreeopt.tree.PTree object at 0x1555172ff3d0>
 <ptreeopt.tree.PTree object at 0x1555172ff760>
 <ptreeopt.tree.PTree object at 0x1555172ffc70>
 <ptreeopt.tree.PTree object at 0x1555172ff8e0>
 <ptreeopt.tree.PTree object at 0x155517309430>]",6,0,10,3
300,99,0.03,"[<ptreeopt.tree.PTree object at 0x155520f83130>
 <ptreeopt.tree.PTree object at 0x155520f83340>
 <ptreeopt.tree.PTree object at 0x155520f830d0>
 <ptreeopt.tree.PTree object at 0x155520f83070>
 <ptreeopt.tree.PTree object at 0x155520f832b0>
 <ptreeopt.tree.PTree object at 0x1555172ff3d0>
 <ptreeopt.tree.PTree object at 0x1555172ff760>
 <ptreeopt.tree.PTree object at 0x1555172ffc70>
 <ptreeopt.tree.PTree object at 0x1555172ff8e0>
 <ptreeopt.tree.PTree object at 0x155517309430>]",6,0,10,3
400,133,0.03,"[<ptreeopt.tree.PTree object at 0x155520f83130>
 <ptreeopt.tree.PTree object at 0x155520f83340>
 <ptreeopt.tree.PTree object at 0x155520f830d0>
 <ptreeopt.tree.PTree object at 0x155520f83070>
 <ptreeopt.tree.PTree object at 0x155520f832b0>
 <ptreeopt.tree.PTree object at 0x1555172ff3d0>
 <ptreeopt.tree.PTree object at 0x1555172ff760>
 <ptreeopt.tree.PTree object at 0x1555172ffc70>
 <ptreeopt.tree.PTree object at 0x1555172ff8e0>
 <ptreeopt.tree.PTree object at 0x155517309430>]",6,0,10,3
500,166,0.03,"[<ptreeopt.tree.PTree object at 0x155520f83130>
 <ptreeopt.tree.PTree object at 0x155520f83340>
 <ptreeopt.tree.PTree object at 0x155520f830d0>
 <ptreeopt.tree.PTree object at 0x155520f83070>
 <ptreeopt.tree.PTree object at 0x155520f832b0>
 <ptreeopt.tree.PTree object at 0x1555172ff3d0>
 <ptreeopt.tree.PTree object at 0x1555172ff760>
 <ptreeopt.tree.PTree object at 0x1555172ffc70>
 <ptreeopt.tree.PTree object at 0x1555172ff8e0>
 <ptreeopt.tree.PTree object at 0x155517309430>]",6,0,10,3
600,200,0.03,"[<ptreeopt.tree.PTree object at 0x155520f83130>
 <ptreeopt.tree.PTree object at 0x155520f83340>
 <ptreeopt.tree.PTree object at 0x155520f830d0>
 <ptreeopt.tree.PTree object at 0x155520f83070>
 <ptreeopt.tree.PTree object at 0x155520f832b0>
 <ptreeopt.tree.PTree object at 0x1555172ff3d0>
 <ptreeopt.tree.PTree object at 0x1555172ff760>
 <ptreeopt.tree.PTree object at 0x1555172ffc70>
 <ptreeopt.tree.PTree object at 0x1555172ff8e0>
 <ptreeopt.tree.PTree object at 0x155517309430>]",6,0,10,3
700,233,0.03,"[<ptreeopt.tree.PTree object at 0x155520f83130>
 <ptreeopt.tree.PTree object at 0x155520f83340>
 <ptreeopt.tree.PTree object at 0x155520f830d0>
 <ptreeopt.tree.PTree object at 0x155520f83070>
 <ptreeopt.tree.PTree object at 0x155520f832b0>
 <ptreeopt.tree.PTree object at 0x1555172ff3d0>
 <ptreeopt.tree.PTree object at 0x1555172ff760>
 <ptreeopt.tree.PTree object at 0x1555172ffc70>
 <ptreeopt.tree.PTree object at 0x1555172ff8e0>
 <ptreeopt.tree.PTree object at 0x155517309430>]",6,0,10,3
800,266,0.03,"[<ptreeopt.tree.PTree object at 0x155520f83130>
 <ptreeopt.tree.PTree object at 0x155520f83340>
 <ptreeopt.tree.PTree object at 0x155520f830d0>
 <ptreeopt.tree.PTree object at 0x155520f83070>
 <ptreeopt.tree.PTree object at 0x155520f832b0>
 <ptreeopt.tree.PTree object at 0x1555172ff3d0>
 <ptreeopt.tree.PTree object at 0x1555172ff760>
 <ptreeopt.tree.PTree object at 0x1555172ffc70>
 <ptreeopt.tree.PTree object at 0x1555172ff8e0>
 <ptreeopt.tree.PTree object at 0x155517309430>]",6,0,10,3
900,300,0.03,"[<ptreeopt.tree.PTree object at 0x155520f83130>
 <ptreeopt.tree.PTree object at 0x155520f83340>
 <ptreeopt.tree.PTree object at 0x155520f830d0>
 <ptreeopt.tree.PTree object at 0x155520f83070>
 <ptreeopt.tree.PTree object at 0x155520f832b0>
 <ptreeopt.tree.PTree object at 0x1555172ff3d0>
 <ptreeopt.tree.PTree object at 0x1555172ff760>
 <ptreeopt.tree.PTree object at 0x1555172ffc70>
 <ptreeopt.tree.PTree object at 0x1555172ff8e0>
 <ptreeopt.tree.PTree object at 0x155517309430>]",6,0,10,3
1000,334,0.03,"[<ptreeopt.tree.PTree object at 0x155520f83130>
 <ptreeopt.tree.PTree object at 0x155520f83340>
 <ptreeopt.tree.PTree object at 0x155520f830d0>
 <ptreeopt.tree.PTree object at 0x155520f83070>
 <ptreeopt.tree.PTree object at 0x155520f832b0>
 <ptreeopt.tree.PTree object at 0x1555172ff3d0>
 <ptreeopt.tree.PTree object at 0x1555172ff760>
 <ptreeopt.tree.PTree object at 0x1555172ffc70>
 <ptreeopt.tree.PTree object at 0x1555172ff8e0>
 <ptreeopt.tree.PTree object at 0x155517309430>]",6,0,10,3
1100,366,0.03,"[<ptreeopt.tree.PTree object at 0x155520f83130>
 <ptreeopt.tree.PTree object at 0x155520f83340>
 <ptreeopt.tree.PTree object at 0x155520f830d0>
 <ptreeopt.tree.PTree object at 0x155520f83070>
 <ptreeopt.tree.PTree object at 0x155520f832b0>
 <ptreeopt.tree.PTree object at 0x1555172ff3d0>
 <ptreeopt.tree.PTree object at 0x1555172ff760>
 <ptreeopt.tree.PTree object at 0x1555172ffc70>
 <ptreeopt.tree.PTree object at 0x1555172ff8e0>
 <ptreeopt.tree.PTree object at 0x155517309430>]",6,0,10,3
1200,400,0.02,"[<ptreeopt.tree.PTree object at 0x1555168cf6a0>
 <ptreeopt.tree.PTree object at 0x1555168cf130>
 <ptreeopt.tree.PTree object at 0x1555168cfb80>
 <ptreeopt.tree.PTree object at 0x1555168cf4f0>
 <ptreeopt.tree.PTree object at 0x1555168cfe50>
 <ptreeopt.tree.PTree object at 0x1555168cf190>
 <ptreeopt.tree.PTree object at 0x1555168cf340>
 <ptreeopt.tree.PTree object at 0x1555168cff40>
 <ptreeopt.tree.PTree object at 0x1555168cf8e0>
 <ptreeopt.tree.PTree object at 0x1555168cf970>]",6,0,10,3
1300,433,0.02,"[<ptreeopt.tree.PTree object at 0x1555168cf6a0>
 <ptreeopt.tree.PTree object at 0x1555168cf130>
 <ptreeopt.tree.PTree object at 0x1555168cfb80>
 <ptreeopt.tree.PTree object at 0x1555168cf4f0>
 <ptreeopt.tree.PTree object at 0x1555168cfe50>
 <ptreeopt.tree.PTree object at 0x1555168cf190>
 <ptreeopt.tree.PTree object at 0x1555168cf340>
 <ptreeopt.tree.PTree object at 0x1555168cff40>
 <ptreeopt.tree.PTree object at 0x1555168cf8e0>
 <ptreeopt.tree.PTree object at 0x1555168cf970>]",6,0,10,3
1400,466,0.02,"[<ptreeopt.tree.PTree object at 0x1555168cf6a0>
 <ptreeopt.tree.PTree object at 0x1555168cf130>
 <ptreeopt.tree.PTree object at 0x1555168cfb80>
 <ptreeopt.tree.PTree object at 0x1555168cf4f0>
 <ptreeopt.tree.PTree object at 0x1555168cfe50>
 <ptreeopt.tree.PTree object at 0x1555168cf190>
 <ptreeopt.tree.PTree object at 0x1555168cf340>
 <ptreeopt.tree.PTree object at 0x1555168cff40>
 <ptreeopt.tree.PTree object at 0x1555168cf8e0>
 <ptreeopt.tree.PTree object at 0x1555168cf970>]",6,0,10,3
1500,499,0.02,"[<ptreeopt.tree.PTree object at 0x1555168cf6a0>
 <ptreeopt.tree.PTree object at 0x1555168cf130>
 <ptreeopt.tree.PTree object at 0x1555168cfb80>
 <ptreeopt.tree.PTree object at 0x1555168cf4f0>
 <ptreeopt.tree.PTree object at 0x1555168cfe50>
 <ptreeopt.tree.PTree object at 0x1555168cf190>
 <ptreeopt.tree.PTree object at 0x1555168cf340>
 <ptreeopt.tree.PTree object at 0x1555168cff40>
 <ptreeopt.tree.PTree object at 0x1555168cf8e0>
 <ptreeopt.tree.PTree object at 0x1555168cf970>]",6,0,10,3
1600,531,0.02,"[<ptreeopt.tree.PTree object at 0x1555168cf6a0>
 <ptreeopt.tree.PTree object at 0x1555168cf130>
 <ptreeopt.tree.PTree object at 0x1555168cfb80>
 <ptreeopt.tree.PTree object at 0x1555168cf4f0>
 <ptreeopt.tree.PTree object at 0x1555168cfe50>
 <ptreeopt.tree.PTree object at 0x1555168cf190>
 <ptreeopt.tree.PTree object at 0x1555168cf340>
 <ptreeopt.tree.PTree object at 0x1555168cff40>
 <ptreeopt.tree.PTree object at 0x1555168cf8e0>
 <ptreeopt.tree.PTree object at 0x1555168cf970>]",6,0,10,3
1700,564,0.02,"[<ptreeopt.tree.PTree object at 0x1555168cf6a0>
 <ptreeopt.tree.PTree object at 0x1555168cf130>
 <ptreeopt.tree.PTree object at 0x1555168cfb80>
 <ptreeopt.tree.PTree object at 0x1555168cf4f0>
 <ptreeopt.tree.PTree object at 0x1555168cfe50>
 <ptreeopt.tree.PTree object at 0x1555168cf190>
 <ptreeopt.tree.PTree object at 0x1555168cf340>
 <ptreeopt.tree.PTree object at 0x1555168cff40>
 <ptreeopt.tree.PTree object at 0x1555168cf8e0>
 <ptreeopt.tree.PTree object at 0x1555168cf970>]",6,0,10,3
1800,597,0.02,"[<ptreeopt.tree.PTree object at 0x1555168cf6a0>
 <ptreeopt.tree.PTree object at 0x1555168cf130>
 <ptreeopt.tree.PTree object at 0x1555168cfb80>
 <ptreeopt.tree.PTree object at 0x1555168cf4f0>
 <ptreeopt.tree.PTree object at 0x1555168cfe50>
 <ptreeopt.tree.PTree object at 0x1555168cf190>
 <ptreeopt.tree.PTree object at 0x1555168cf340>
 <ptreeopt.tree.PTree object at 0x1555168cff40>
 <ptreeopt.tree.PTree object at 0x1555168cf8e0>
 <ptreeopt.tree.PTree object at 0x1555168cf970>]",6,0,10,3
1900,629,0.02,"[<ptreeopt.tree.PTree object at 0x1555168cf6a0>
 <ptreeopt.tree.PTree object at 0x1555168cf130>
 <ptreeopt.tree.PTree object at 0x1555168cfb80>
 <ptreeopt.tree.PTree object at 0x1555168cf4f0>
 <ptreeopt.tree.PTree object at 0x1555168cfe50>
 <ptreeopt.tree.PTree object at 0x1555168cf190>
 <ptreeopt.tree.PTree object at 0x1555168cf340>
 <ptreeopt.tree.PTree object at 0x1555168cff40>
 <ptreeopt.tree.PTree object at 0x1555168cf8e0>
 <ptreeopt.tree.PTree object at 0x1555168cf970>]",6,0,10,3
2000,661,0.02,"[<ptreeopt.tree.PTree object at 0x1555168cf6a0>
 <ptreeopt.tree.PTree object at 0x1555168cf130>
 <ptreeopt.tree.PTree object at 0x1555168cfb80>
 <ptreeopt.tree.PTree object at 0x1555168cf4f0>
 <ptreeopt.tree.PTree object at 0x1555168cfe50>
 <ptreeopt.tree.PTree object at 0x1555168cf190>
 <ptreeopt.tree.PTree object at 0x1555168cf340>
 <ptreeopt.tree.PTree object at 0x1555168cff40>
 <ptreeopt.tree.PTree object at 0x1555168cf8e0>
 <ptreeopt.tree.PTree object at 0x1555168cf970>]",6,0,10,3
