nfe,time,best_f,best_P,instance,seed,num_units,num_sensors
100,47,0.47,"[<ptreeopt.tree.PTree object at 0x155517ea6850>
 <ptreeopt.tree.PTree object at 0x155517ea6df0>
 <ptreeopt.tree.PTree object at 0x155517ea6c70>
 <ptreeopt.tree.PTree object at 0x155517ea6cd0>
 <ptreeopt.tree.PTree object at 0x155517ea6b80>
 <ptreeopt.tree.PTree object at 0x155517ea6130>
 <ptreeopt.tree.PTree object at 0x155517ea6310>
 <ptreeopt.tree.PTree object at 0x155517db8f10>
 <ptreeopt.tree.PTree object at 0x155516aa7a30>
 <ptreeopt.tree.PTree object at 0x155516aa7550>]",5,0,10,3
200,92,0.29,"[<ptreeopt.tree.PTree object at 0x1555206e1f70>
 <ptreeopt.tree.PTree object at 0x1555206e19d0>
 <ptreeopt.tree.PTree object at 0x1555206e1940>
 <ptreeopt.tree.PTree object at 0x1555206e18e0>
 <ptreeopt.tree.PTree object at 0x1555206e16d0>
 <ptreeopt.tree.PTree object at 0x1555206e14f0>
 <ptreeopt.tree.PTree object at 0x1555206e1a00>
 <ptreeopt.tree.PTree object at 0x1555206e1d30>
 <ptreeopt.tree.PTree object at 0x1555206e1280>
 <ptreeopt.tree.PTree object at 0x1555206e13a0>]",5,0,10,3
300,139,0.29,"[<ptreeopt.tree.PTree object at 0x1555206e1f70>
 <ptreeopt.tree.PTree object at 0x1555206e19d0>
 <ptreeopt.tree.PTree object at 0x1555206e1940>
 <ptreeopt.tree.PTree object at 0x1555206e18e0>
 <ptreeopt.tree.PTree object at 0x1555206e16d0>
 <ptreeopt.tree.PTree object at 0x1555206e14f0>
 <ptreeopt.tree.PTree object at 0x1555206e1a00>
 <ptreeopt.tree.PTree object at 0x1555206e1d30>
 <ptreeopt.tree.PTree object at 0x1555206e1280>
 <ptreeopt.tree.PTree object at 0x1555206e13a0>]",5,0,10,3
400,185,0.29,"[<ptreeopt.tree.PTree object at 0x1555206e1f70>
 <ptreeopt.tree.PTree object at 0x1555206e19d0>
 <ptreeopt.tree.PTree object at 0x1555206e1940>
 <ptreeopt.tree.PTree object at 0x1555206e18e0>
 <ptreeopt.tree.PTree object at 0x1555206e16d0>
 <ptreeopt.tree.PTree object at 0x1555206e14f0>
 <ptreeopt.tree.PTree object at 0x1555206e1a00>
 <ptreeopt.tree.PTree object at 0x1555206e1d30>
 <ptreeopt.tree.PTree object at 0x1555206e1280>
 <ptreeopt.tree.PTree object at 0x1555206e13a0>]",5,0,10,3
500,232,0.28,"[<ptreeopt.tree.PTree object at 0x155517eba5e0>
 <ptreeopt.tree.PTree object at 0x155517eba8e0>
 <ptreeopt.tree.PTree object at 0x155517eba460>
 <ptreeopt.tree.PTree object at 0x155517ebaa30>
 <ptreeopt.tree.PTree object at 0x155517ebabb0>
 <ptreeopt.tree.PTree object at 0x155517ebaaf0>
 <ptreeopt.tree.PTree object at 0x155517ebadc0>
 <ptreeopt.tree.PTree object at 0x155517eba790>
 <ptreeopt.tree.PTree object at 0x155517eba0a0>
 <ptreeopt.tree.PTree object at 0x15552814d2b0>]",5,0,10,3
600,278,0.28,"[<ptreeopt.tree.PTree object at 0x155517eba5e0>
 <ptreeopt.tree.PTree object at 0x155517eba8e0>
 <ptreeopt.tree.PTree object at 0x155517eba460>
 <ptreeopt.tree.PTree object at 0x155517ebaa30>
 <ptreeopt.tree.PTree object at 0x155517ebabb0>
 <ptreeopt.tree.PTree object at 0x155517ebaaf0>
 <ptreeopt.tree.PTree object at 0x155517ebadc0>
 <ptreeopt.tree.PTree object at 0x155517eba790>
 <ptreeopt.tree.PTree object at 0x155517eba0a0>
 <ptreeopt.tree.PTree object at 0x15552814d2b0>]",5,0,10,3
700,326,0.26,"[<ptreeopt.tree.PTree object at 0x155520b3feb0>
 <ptreeopt.tree.PTree object at 0x155520b3f070>
 <ptreeopt.tree.PTree object at 0x155520b3fd60>
 <ptreeopt.tree.PTree object at 0x155520b3fa90>
 <ptreeopt.tree.PTree object at 0x155520b3f130>
 <ptreeopt.tree.PTree object at 0x1555172e65e0>
 <ptreeopt.tree.PTree object at 0x1555172e6820>
 <ptreeopt.tree.PTree object at 0x1555172e6d60>
 <ptreeopt.tree.PTree object at 0x1555172e67f0>
 <ptreeopt.tree.PTree object at 0x1555172e6040>]",5,0,10,3
800,373,0.26,"[<ptreeopt.tree.PTree object at 0x155520b3feb0>
 <ptreeopt.tree.PTree object at 0x155520b3f070>
 <ptreeopt.tree.PTree object at 0x155520b3fd60>
 <ptreeopt.tree.PTree object at 0x155520b3fa90>
 <ptreeopt.tree.PTree object at 0x155520b3f130>
 <ptreeopt.tree.PTree object at 0x1555172e65e0>
 <ptreeopt.tree.PTree object at 0x1555172e6820>
 <ptreeopt.tree.PTree object at 0x1555172e6d60>
 <ptreeopt.tree.PTree object at 0x1555172e67f0>
 <ptreeopt.tree.PTree object at 0x1555172e6040>]",5,0,10,3
900,420,0.26,"[<ptreeopt.tree.PTree object at 0x155520b3feb0>
 <ptreeopt.tree.PTree object at 0x155520b3f070>
 <ptreeopt.tree.PTree object at 0x155520b3fd60>
 <ptreeopt.tree.PTree object at 0x155520b3fa90>
 <ptreeopt.tree.PTree object at 0x155520b3f130>
 <ptreeopt.tree.PTree object at 0x1555172e65e0>
 <ptreeopt.tree.PTree object at 0x1555172e6820>
 <ptreeopt.tree.PTree object at 0x1555172e6d60>
 <ptreeopt.tree.PTree object at 0x1555172e67f0>
 <ptreeopt.tree.PTree object at 0x1555172e6040>]",5,0,10,3
1000,466,0.26,"[<ptreeopt.tree.PTree object at 0x155520b3feb0>
 <ptreeopt.tree.PTree object at 0x155520b3f070>
 <ptreeopt.tree.PTree object at 0x155520b3fd60>
 <ptreeopt.tree.PTree object at 0x155520b3fa90>
 <ptreeopt.tree.PTree object at 0x155520b3f130>
 <ptreeopt.tree.PTree object at 0x1555172e65e0>
 <ptreeopt.tree.PTree object at 0x1555172e6820>
 <ptreeopt.tree.PTree object at 0x1555172e6d60>
 <ptreeopt.tree.PTree object at 0x1555172e67f0>
 <ptreeopt.tree.PTree object at 0x1555172e6040>]",5,0,10,3
