,Unnamed: 0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,r11,r12,r13,r14,r15,r16,r17,r18,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,not_intercepted,nfe
0,0,0.6722223616253344,-0.924488319315746,0.8510172452660134,0.310840854303442,0.6664207453857933,-0.5597315418907074,0.5195310658626657,0.918707883576799,0.8580876148380718,-0.6372886015301058,-0.6514930223815194,0.6541219007947587,0.4309212329982856,0.1191942233322331,0.1018774884718509,0.1375305964842925,-0.403854284902845,0.4904187905086326,0.006630698750371,0.2087091699826965,0.6281471870779678,0.409754841023457,0.3697945417005683,0.307060137593304,0.9878846396793106,0.9327143257483572,0.4545748815658749,0.3737241336037216,0.0358810148935743,0.4701511140810976,0.9142563531607998,0.448506874204524,0.7497007983359586,0.1833342812828619,0.2465069047282874,0.6617765731698045,0.09916503818559,0.2348231485652574,0.9967809067861158,0.117475946267768,0.6847996532381885,0.1277099388858569,0.989837888079796,0.2609105068746717,0.2419081168916003,0.3379510427128485,0.8523894177013569,0.8954542703834665,0.5402589690828705,0.4195075722141798,0.0933903992319072,0.8769367930055487,0.3962478515795289,0.1302954771267025,0.61,100
0,0,-0.9474392378890504,-0.5188069785828364,-0.9852082817917738,0.4018231689408558,0.7834407296123822,1.0,-0.769824789238284,-0.026867791569052,0.1875514734141969,0.8060734685597163,1.0,-0.8060250013450165,0.7299999027039525,0.6596090899205527,-0.9713924472674356,-0.0043102889494309,0.6780423941992448,0.5353086712637973,0.2144676493266701,0.7619654572588137,0.0001,0.6315513488057022,0.956360497184177,0.7153225808312286,0.0303801958674174,0.9976559667389092,0.4713347881151127,0.0001,0.0873352658392462,0.2296709241104542,0.3797619544834549,0.0234187814757877,1.0,0.5861607112377543,0.1973865063594764,1.0,0.7443032143149093,0.0,0.2564905501636955,0.241142627189617,1.0,0.9608898437040946,1.0,0.9023413882280517,1.0,0.5344340054223363,0.5733283696402949,1.0,0.2720627938459676,0.9044086109835574,0.1703939103028711,1.0,0.0,0.0896705455578304,0.5,10035
0,0,-0.9474392378890504,-0.5188069785828364,-0.9852082817917738,0.4018231689408558,0.7834407296123822,1.0,-0.769824789238284,-0.026867791569052,0.1875514734141969,0.8060734685597163,1.0,-0.8060250013450165,0.7299999027039525,0.6596090899205527,-0.9713924472674356,-0.0043102889494309,0.6780423941992448,0.5353086712637973,0.2144676493266701,0.7619654572588137,0.0001,0.6315513488057022,0.956360497184177,0.7153225808312286,0.0303801958674174,0.9976559667389092,0.4713347881151127,0.0001,0.0873352658392462,0.2296709241104542,0.3797619544834549,0.0234187814757877,1.0,0.5861607112377543,0.1973865063594764,1.0,0.7443032143149093,0.0,0.2564905501636955,0.241142627189617,1.0,0.9608898437040946,1.0,0.9023413882280517,1.0,0.5344340054223363,0.5733283696402949,1.0,0.2720627938459676,0.9044086109835574,0.1703939103028711,1.0,0.0,0.0896705455578304,0.5,1071
0,0,-0.9474392378890504,-0.5188069785828364,-0.9852082817917738,0.4018231689408558,0.7834407296123822,1.0,-0.769824789238284,-0.026867791569052,0.1875514734141969,0.8060734685597163,1.0,-0.8060250013450165,0.7299999027039525,0.6596090899205527,-0.9713924472674356,-0.0043102889494309,0.6780423941992448,0.5353086712637973,0.2144676493266701,0.7619654572588137,0.0001,0.6315513488057022,0.956360497184177,0.7153225808312286,0.0303801958674174,0.9976559667389092,0.4713347881151127,0.0001,0.0873352658392462,0.2296709241104542,0.3797619544834549,0.0234187814757877,1.0,0.5861607112377543,0.1973865063594764,1.0,0.7443032143149093,0.0,0.2564905501636955,0.241142627189617,1.0,0.9608898437040946,1.0,0.9023413882280517,1.0,0.5344340054223363,0.5733283696402949,1.0,0.2720627938459676,0.9044086109835574,0.1703939103028711,1.0,0.0,0.0896705455578304,0.5,1167
0,0,-0.9474392378890504,-0.5188069785828364,-0.9852082817917738,0.4018231689408558,0.7834407296123822,1.0,-0.769824789238284,-0.026867791569052,0.1875514734141969,0.8060734685597163,1.0,-0.8060250013450165,0.7299999027039525,0.6596090899205527,-0.9713924472674356,-0.0043102889494309,0.6780423941992448,0.5353086712637973,0.2144676493266701,0.7619654572588137,0.0001,0.6315513488057022,0.956360497184177,0.7153225808312286,0.0303801958674174,0.9976559667389092,0.4713347881151127,0.0001,0.0873352658392462,0.2296709241104542,0.3797619544834549,0.0234187814757877,1.0,0.5861607112377543,0.1973865063594764,1.0,0.7443032143149093,0.0,0.2564905501636955,0.241142627189617,1.0,0.9608898437040946,1.0,0.9023413882280517,1.0,0.5344340054223363,0.5733283696402949,1.0,0.2720627938459676,0.9044086109835574,0.1703939103028711,1.0,0.0,0.0896705455578304,0.5,1266
0,0,-0.9474392378890504,-0.5188069785828364,-0.9852082817917738,0.4018231689408558,0.7834407296123822,1.0,-0.769824789238284,-0.026867791569052,0.1875514734141969,0.8060734685597163,1.0,-0.8060250013450165,0.7299999027039525,0.6596090899205527,-0.9713924472674356,-0.0043102889494309,0.6780423941992448,0.5353086712637973,0.2144676493266701,0.7619654572588137,0.0001,0.6315513488057022,0.956360497184177,0.7153225808312286,0.0303801958674174,0.9976559667389092,0.4713347881151127,0.0001,0.0873352658392462,0.2296709241104542,0.3797619544834549,0.0234187814757877,1.0,0.5861607112377543,0.1973865063594764,1.0,0.7443032143149093,0.0,0.2564905501636955,0.241142627189617,1.0,0.9608898437040946,1.0,0.9023413882280517,1.0,0.5344340054223363,0.5733283696402949,1.0,0.2720627938459676,0.9044086109835574,0.1703939103028711,1.0,0.0,0.0896705455578304,0.5,1363
0,0,-0.9474392378890504,-0.5188069785828364,-0.9852082817917738,0.4018231689408558,0.7834407296123822,1.0,-0.769824789238284,-0.026867791569052,0.1875514734141969,0.8060734685597163,1.0,-0.8060250013450165,0.7299999027039525,0.6596090899205527,-0.9713924472674356,-0.0043102889494309,0.6780423941992448,0.5353086712637973,0.2144676493266701,0.7619654572588137,0.0001,0.6315513488057022,0.956360497184177,0.7153225808312286,0.0303801958674174,0.9976559667389092,0.4713347881151127,0.0001,0.0873352658392462,0.2296709241104542,0.3797619544834549,0.0234187814757877,1.0,0.5861607112377543,0.1973865063594764,1.0,0.7443032143149093,0.0,0.2564905501636955,0.241142627189617,1.0,0.9608898437040946,1.0,0.9023413882280517,1.0,0.5344340054223363,0.5733283696402949,1.0,0.2720627938459676,0.9044086109835574,0.1703939103028711,1.0,0.0,0.0896705455578304,0.5,1460
0,0,-0.9474392378890504,-0.5188069785828364,-0.9852082817917738,0.4018231689408558,0.7834407296123822,1.0,-0.769824789238284,-0.026867791569052,0.1875514734141969,0.8060734685597163,1.0,-0.8060250013450165,0.7299999027039525,0.6596090899205527,-0.9713924472674356,-0.0043102889494309,0.6780423941992448,0.5353086712637973,0.2144676493266701,0.7619654572588137,0.0001,0.6315513488057022,0.956360497184177,0.7153225808312286,0.0303801958674174,0.9976559667389092,0.4713347881151127,0.0001,0.0873352658392462,0.2296709241104542,0.3797619544834549,0.0234187814757877,1.0,0.5861607112377543,0.1973865063594764,1.0,0.7443032143149093,0.0,0.2564905501636955,0.241142627189617,1.0,0.9608898437040946,1.0,0.9023413882280517,1.0,0.5344340054223363,0.5733283696402949,1.0,0.2720627938459676,0.9044086109835574,0.1703939103028711,1.0,0.0,0.0896705455578304,0.5,1554
0,0,-0.9474392378890504,-0.5188069785828364,-0.9852082817917738,0.4018231689408558,0.7834407296123822,1.0,-0.769824789238284,-0.026867791569052,0.1875514734141969,0.8060734685597163,1.0,-0.8060250013450165,0.7299999027039525,0.6596090899205527,-0.9713924472674356,-0.0043102889494309,0.6780423941992448,0.5353086712637973,0.2144676493266701,0.7619654572588137,0.0001,0.6315513488057022,0.956360497184177,0.7153225808312286,0.0303801958674174,0.9976559667389092,0.4713347881151127,0.0001,0.0873352658392462,0.2296709241104542,0.3797619544834549,0.0234187814757877,1.0,0.5861607112377543,0.1973865063594764,1.0,0.7443032143149093,0.0,0.2564905501636955,0.241142627189617,1.0,0.9608898437040946,1.0,0.9023413882280517,1.0,0.5344340054223363,0.5733283696402949,1.0,0.2720627938459676,0.9044086109835574,0.1703939103028711,1.0,0.0,0.0896705455578304,0.5,1653
0,0,-0.9474392378890504,-0.5188069785828364,-0.9852082817917738,0.4018231689408558,0.7834407296123822,1.0,-0.769824789238284,-0.026867791569052,0.1875514734141969,0.8060734685597163,1.0,-0.8060250013450165,0.7299999027039525,0.6596090899205527,-0.9713924472674356,-0.0043102889494309,0.6780423941992448,0.5353086712637973,0.2144676493266701,0.7619654572588137,0.0001,0.6315513488057022,0.956360497184177,0.7153225808312286,0.0303801958674174,0.9976559667389092,0.4713347881151127,0.0001,0.0873352658392462,0.2296709241104542,0.3797619544834549,0.0234187814757877,1.0,0.5861607112377543,0.1973865063594764,1.0,0.7443032143149093,0.0,0.2564905501636955,0.241142627189617,1.0,0.9608898437040946,1.0,0.9023413882280517,1.0,0.5344340054223363,0.5733283696402949,1.0,0.2720627938459676,0.9044086109835574,0.1703939103028711,1.0,0.0,0.0896705455578304,0.5,1748
